created_at,username,sentiment_text,url,subject_tag,stance_category,final_text
2026-03-07T22:20:25.000Z,maxblumenthal,"RT: @dimitrilascaris Today in Toronto, I asked pro-Trump Iranians whether it bothered them that the U.S. military massacred more than 100 school-girls in Iran.This is what happened.#IranWar #Toronto",https://mastox.eu/@maxblumenthal/116190217890441360,General Conflict,Pro-Iran,today toronto ask pro trump iranians whether bother u military massacre schoolgirl iran happen
2026-03-07T22:11:26.000Z,BOOKidealist,"It feels almost like March 2020, with one bad news after another. #IranWar",https://bookstodon.com/@BOOKidealist/116190182507675292,General Conflict,Neutral,feel almost like march one bad news another
2026-03-07T21:55:46.000Z,pelicangut,"RE: https://fediscience.org/@petergleick/116189321935915921There's been a bit of this already, including Russian attacks on Ukraine. USA doing it now too. This is very bad and of course criminal.#USpol #IranWar",https://aus.social/@pelicangut/116190120930193662,Military Action,Neutral,bit already include russian attack ukraine u bad course criminal
2026-03-07T21:50:18.000Z,yogthos,Pressure on the Gulf states’ budgets could lead them to reassess their overseas investments and future commitments as they consider options to alleviate the financial strain caused by the US-Israeli war against Iran.https://www.dawn.com/news/1979302/gulf-countries-reviewing-us-investments-amid-iran-war#news #worldnews #iran #iranwar #usa,https://social.marxist.network/@yogthos/116190099435105986,General Conflict,Pro-Iran,pressure gulf state budget could lead reassess overseas investment future commitment consider option alleviate financial strain cause u israeli war iran
2026-03-07T20:24:38.000Z,israelhayom.com,Iran weakens faster than expected as US-Israel air campaign peaks  https://fed.brid.gy/r/https://www.israelhayom.com/2026/03/07/iran-weakens-faster-than-expected-as-us-israel-air-campaign-peaks/,https://fed.brid.gy/r/https://www.israelhayom.com/2026/03/07/iran-weakens-faster-than-expected-as-us-israel-air-campaign-peaks/,General Conflict,Anti-Iran,iran weaken faster expect u israel air campaign peak
2026-03-07T21:05:56.000Z,israelhayom.com,Who really runs Iran?  https://fed.brid.gy/r/https://www.israelhayom.com/2026/03/07/who-really-runs-iran-pezeshkians-humiliation-reveals-revolutionary-guards-power/,https://fed.brid.gy/r/https://www.israelhayom.com/2026/03/07/who-really-runs-iran-pezeshkians-humiliation-reveals-revolutionary-guards-power/,General Conflict,Anti-Iran,really run iran
2026-03-07T21:48:07.000Z,SpaceWrangler,@thetnholler.bsky.social If my toddler acted like this they would go into a time out. What an awful POS human. #embarrassing #uspolitics #IranWar,https://shakedown.social/@SpaceWrangler/116190090854644003,General Conflict,Neutral,ask social toddler act like would go time awful po human
2026-03-07T21:31:39.000Z,PariaSansPortefeuille,"""This is the first war since the Second World War that is directly impacting cities that we can consider hubs in the #globalEconomy."" #AmericanPrestige pod welcomes #EsfandyarBatmanghelidj to discuss the economic consequences of #Trump's #warOnIran https://americanprestigepod.com/episodes/5052012542 #Iran #IranWar #USpol #USforeignPolicy #USMiddleEastPolicy #régimeChangeWars #GulfStates #MiddleEast",https://jasette.facil.services/@PariaSansPortefeuille/116190026118094504,General Conflict,Anti-Iran,first war since second world war directly impact city consider hubs pod welcome discuss economic consequence
2026-03-07T21:30:56.000Z,BrianJopek,"With the bombing of the school and now this, the justification excuse of helping the people the FOTUS’s regime has used for attacking Iran is out the window. #USpol #IranWar “The Iranian Foreign Minister is claiming that the Epstein regime has just attacked a DESALINATION PLANT in Iran. If Iran responds in kind, the Middle East could become uninhabitable as there’s not enough fresh water for the populations to survive without their vulnerable desalination plants.” - The Resistance",https://mastodon.world/@BrianJopek/116190023287209791,Military Action,Pro-Iran,bomb school justification excuse help people forum regime use attack iran window iranian foreign minister claim epstein regime attack desalination plant iran iran respond kind middle east could become uninhabitable enough fresh water population survive without vulnerable desalination plant resistance
2026-03-07T21:13:44.000Z,jeridansky,"Why Today in Tabs is my favorite newsletter:Takes like this: Now that xAI has bought X dot com and SpaceX has bought xAI, SpaceX is a lean, mean space launch satellite internet social media AI CSAM-as-a-service machine. Or, as Musk describes it, “a sentient sun to understand the Universe and extend the light of consciousness to the stars!” And this: if you, like me, are feeling somewhere close to a personal nadir of despair lately Tabs Senior Contributing Editor Bijan has some advice:I think it's important and quietly radical to remember that evil is real and it does exist. ... Good exists, too. There is an us and there is a them. Don't become like them. Caring about each other is the only thing that will bring us into the future.Also: The latest newsletter also has a long rant about how the people running the war in Iran was just don't give a shit about the destruction they're causing. A brief quote wouldn't do it justice. https://www.todayintabs.com/p/they-don-t-care?_bhlid=66d997c1878a2ec650106d6969597bc013d87dc0#SpaceX #Iran #IranWar #uspol",https://sfba.social/@jeridansky/116189955641669685,General Conflict,Neutral,today tabs favourite newsletter take like mai buy dot com space buy mai space lean mean space launch satellite internet social medium camps service machine musk describes sentient sun understand universe extend light consciousness star like feel somewhere close personal nadir despair lately tabs senior contribute editor jan advice think important quietly radical remember evil real exist good exists u do become like care thing bring u future also late newsletter also long rant people run war iran do give shit destruction cause brief justice
2026-03-07T21:01:13.868Z,VerdantSquareRadio,NOW PLAYING == #GreenSocialist Notes with Howie Hawkins Episode 268  3/7/26 https://www.youtube.com/watch?v=YO8MhYK7GkE  #news #uspol #GreenParty #leftist #revolution #left #green  #socialist #anticapitalist #vsn #radio #HowieHawkins #geopolitics #antiimperialism #antifascist #iran #iranwar #ecuador #oil #indigenous #drugwar #colombia #bolivia #russia #palestine #gaza  #israel #genocide #EpsteinFiles #uk #peace #antiwar #DiverseSpectrumOfTheLeft #SupportIndependentMedia,https://mastodon.social/@VerdantSquareRadio/116189906452202574,General Conflict,Neutral,play note bowie hawkins episode
2026-03-07T20:46:57.000Z,daimon_erre,Make America Go Away.#US #iran #iranwar #carloslatuff,https://mastodon.uno/@daimon_erre/116189850353933157,General Conflict,Pro-Iran,make america go away
2026-03-07T18:52:21.000Z,metro.co.uk,Iran’s Assembly of Experts could meet to elect new supreme leader within 24 hours  https://fed.brid.gy/r/https://metro.co.uk/2026/03/07/irans-assembly-experts-meet-elect-new-supreme-leader-within-24-hours-27286869/,https://fed.brid.gy/r/https://metro.co.uk/2026/03/07/irans-assembly-experts-meet-elect-new-supreme-leader-within-24-hours-27286869/,General Conflict,Neutral,iran assembly expert could meet elect new supreme leader within hour
2026-03-07T20:40:12.000Z,newsbeep,Iranian-Americans rally in Washington for democracy amid U.S.-Israel military campaignWASHINGTON (Gray DC) – Iranian-Americans gathered in Washington on Saturday to rally for democracy in Iran as the…#NewsBeep #News #BreakingNews #AnaSami #AyatollahKhamenei #breakingnews #Dc #DonaldTrump #Iran #iranwar #IranianFuture #Iranian-Americans #iranians #Israel #POTUS #U.S.Iran #Washingtonhttps://www.newsbeep.com/423199/,https://newsbeep.org/@newsbeep/116189823805576351,Protest/Activism,Neutral,iranian american rally washington democracy amid u israel military campaign washington gray iranian american gather washington saturday rally democracy iran american iran
2026-03-07T20:34:24.000Z,camille,Media Is Lying To You About The Kurds https://youtu.be/wX9TjE4aYh0?si=hZCVQFhsbWSEQ8xd#Kurdish #Kurdistan #kurds #iranwar #handsoffiran,https://social.praxis.nyc/@camille/116189800981150654,General Conflict,Neutral,medium lie kurd
2026-03-07T20:34:13.928Z,DrALJONES,"Interview: &quot;Trump Has No Clear Plan on Iran&quot;: fmr US officials&quot;Before my resignation, [this]is exactly what I was warning against&quot;.~Hala Rharrit&quot;It is ludicrous to expect the American people to believe that Iran would have attacked the US preemptively in the middle of negotiations.&quot;And the contradictory messages from Trump et al. show “how little they were really thinking this through before they went to war.”~Jasmine El-Gamalhttps://www.democracynow.org/2026/3/5/iran_state_defense #USPol #EUPol #IranWar .",https://mastodon.social/@DrALJONES/116189800294308037,Military Action,Neutral,interview trump clear plan iran u official resignation exactly warn ala charr tit ludicrous expect american people believe iran would attack u preemptively middle negotiation contradictory message trumpet al show little really think go war jasmine elgar al
2026-03-07T20:33:31.682Z,DrALJONES,"Analysis: &quot;Israel planned this war on Iran for 40 years.&quot;Netanyahu:&quot;This combined effort allows us to do what I have hoped to achieve for 40 years: to crush the regime of terror completely. That&#39;s my promise &amp; this is what is going to happen&quot; ~Netanyahu&quot;For 40 years, each year has been proclaimed the very last opportunity to stop the &quot;mad mullahs&quot; from obtaining a bomb – a bomb that never materialised.&quot;~Jonathan Cookhttps://www.middleeasteye.net/opinion/israel-planned-war-iran-40-years-everything-else-smoke-screen#USPol #EUPol #IranWar #USIsraeliCrimes .",https://mastodon.social/@DrALJONES/116189797526350487,General Conflict,Neutral,analysis israel plan war iran yearsnetanyahuthis combine effort allow u hop achieve year crush regime terror completely promise amp go happen tanya year year proclaim last opportunity stop mad mullah obtain bomb bomb never materialise jonathan cook
2026-03-07T20:31:06.973Z,DrALJONES,"Interview: &quot;America’s War for Greater Israel&quot;Mouin Rabbani unpacks:* the explosive new documents exposing Israel’s systematic ethnic cleansing in 1948;* Trump&#39;s torpedoing of diplomacy at the very moment negotiations were gaining traction;* whether Tehran’s bombing of Gulf states is a strategic miscalculation;* how Israel&#39;s unending quest for security has fuelled decades of expansion, war &amp; regional upheaval.https://www.middleeastmonitor.com/20260303-americas-war-for-greater-israel-palestine-this-week-with-mouin-rabbani/ #USPol #EUPol #IranWar #USIMperialism .",https://mastodon.social/@DrALJONES/116189788043167731,General Conflict,Pro-Iran,interview americas war great israel ruin rabbi unpacks explosive new document expose israel systematic ethnic cleanse trump top diplomacy moment negotiation gain traction whether tehran bomb gulf state strategic miscalculation israel unending quest security fuel decade expansion war amp regional upheaval
2026-03-07T20:30:24.931Z,DrALJONES,"Analysis: &quot;The Iranian Revolutionary Guard is reverting to its guerrilla roots &amp; is operating with something like a cell structure.&quot;&quot;Iran is fighting a techno-guerrilla war, [while] the US &amp; Israel fight a conventional one&quot;&quot;Quite apart from its failure, the [war] tactic of killing civilian leaders is a war crime &amp; is unprecedented in modern warfare&quot;. Not even Putin re Zelenskyy.https://www.juancole.com/2026/03/fighting-guerrilla-conventional.html #USPol #EUPol #IranWar #news .",https://mastodon.social/@DrALJONES/116189785288095699,General Conflict,Pro-Iran,analysis iranian revolutionary guard revert guerrilla root amp operate something like cell structure iran fight techno guerrilla war u amp israel fight conventional quite apart failure war tactic kill civilian leader war crime amp unprecedented modern warfare even putin teen key
2026-03-07T20:28:52.292Z,tuckfrump,"#operationepicfailure #iran #iranwar #taco Every body warned about it , from the Washington post;“A classified report by the National Intelligence Council found that even a large-scale assault on Iran launched by the United States would be unlikely to oust the Islamic republic’s entrenched military and clerical establishment, a sobering assessment as the Trump administration raises the specter of an extended military campaign that officials say has “only just begun.”https://archive.is/2026.03.07-193951/https://www.washingtonpost.com/national-security/2026/03/07/iran-intelligence-report-unlikely-oust-regime/",https://mastodon.social/@tuckfrump/116189779214031850,General Conflict,Neutral,every body warn washington post classify report national intelligence council find even large scale assault iran launch united state would unlikely oust islamic republic entrench military clerical establishment sober assessment trump administration raise spectre extended military campaign official say begin
2026-03-07T20:28:03.460Z,DrALJONES,"Interview: &quot; We already are in a scenario where the US has lost control of this war&quot;&quot;Iran is the weaker party, but it has the capability to create a much longer mayhem than envisioned by the US &amp; Israel.&quot;~Political scientist Vali Nasrhttps://www.aljazeera.com/video/the-bottom-line/2026/3/4/iran-war-redrawing-the-map-of-the-middle-east-israeli-style #USPol #EUPol #IranWar #USImperialism #news #USIsraeliCrimes .",https://mastodon.social/@DrALJONES/116189776016441477,General Conflict,Neutral,interview already scenario u lose control war iran weak party capability create much long mayhem envision u amp israel political scientist valid nash
2026-03-07T20:27:09.912Z,DrALJONES,"&quot;Imperial blowback&quot;In 1953, Churchill &amp; his US counterparts &quot;launched a coup against the democratically elected Prime Minister of Iran, Mohammad Mosaddegh, because he was nationalizing the oil industry...&quot;&quot;... and when that [US-UK] regime was overthrown in the Iranian revolution in 1979, one of the main reasons that people gave for that revolution was the overthrow of Mosaddegh in 1953...&quot;~George Monbiothttps://www.youtube.com/watch?v=eQ54eG4DjX0&amp;t=128s #USPol #UKPol #EUPol #IranWar #Imperialism #BigOil .",https://mastodon.social/@DrALJONES/116189772507226392,General Conflict,Neutral,imperial blow backing churchill amp u counterpart launch coup democratically elect prime minister iran mohammad diego nationalizing oil industry usu regime overthrown iranian revolution one main reason people give revolution overthrow diego george mon
2026-03-07T20:25:59.582Z,DrALJONES,"Report: &quot;Classified U.S. Document Says Iran War Unlikely to Topple the Regime&quot;The document from late February doubts that Iran’s opposition would take power following either a short or extended U.S. military campaign.&quot;The document came from the National Intelligence Council, which is composed of &quot;veteran analysts who produce classified assessments meant to represent the collective wisdom of Washington’s 18 intelligence agencies.&quot;https://www.washingtonpost.com/national-security/2026/03/07/iran-intelligence-report-unlikely-oust-regime/ #USPol #EUPol #IranWar #TrumpLies .",https://mastodon.social/@DrALJONES/116189767896667061,General Conflict,Neutral,report classify u document say iran war unlikely topple regime document late february doubt iran opposition would take power follow either short extend u military campaign document come national intelligence council compose veteran analyst produce classified assessment meant represent collective wisdom washington intelligence agency
2026-03-07T19:59:28.000Z,OldSquida2,"“In Minab, near the Strait of Hormuz, a girls school was bombed, leaving 165 children dead. Yet most Americans cannot name the town where it happened, much less the name of a single one of those girls…That is because modern war depends on a hierarchy of grief, on training people to treat foreign children as an abstraction, a number, an unfortunate ‘incident’ to be denied, obscured or investigated at leisure…the only fact that matters: Children were killed in their classroom, and they were killed with violence made possible, materially and politically, by American power.”#IranWar #children #schoolbombing https://anabaptistworld.org/when-the-bombs-fall-on-other-peoples-children/",https://kolektiva.social/@OldSquida2/116189663616168995,General Conflict,Neutral,final near strait hormuz girl school bomb leave child dead yet american can not name town happen much less name single one girls modern war depend hierarchy grief training people treat foreign child abstraction number unfortunate incident deny obscure investigated leisure fact matter child kill classroom kill violence make possible materially politically american power
2026-03-07T19:55:03.000Z,fogolf,"https://www.fogolf.com/1185581/trump-looks-to-turn-attention-to-western-hemisphere-at-least-for-a-moment-at-americas-summit/ Trump looks to turn attention to Western Hemisphere, at least for a moment, at Americas summit #130850145 #article #Diplomacy #Donald #DonaldTrump #DonaldTrumpGolf #DonaldTrumpGolfing #GeneralNews #GovernmentPolicy #IranWar #Politics #trump #TrumpGolf #TrumpGolfing #WarAndUnrest #WashingtonNews #WorldNews",https://vive.im/@fogolf/116189646244530462,General Conflict,Neutral,trump look turn attention western hemisphere least moment americas summit
2026-03-07T19:44:57.000Z,990000,We’re living in hell. #Claude #IranWar #AI https://bsky.app/profile/justinling.ca/post/3mgi4xz4pv22xArticle: https://thisweekinworcester.com/exclusive-ai-error-girls-school-bombing/,https://mstdn.social/@990000/116189606574221185,General Conflict,Neutral,living hell
2026-03-07T19:37:12.000Z,AntiracistHippie,NOW ON VERDANT SQUARE RADIO == NOW PLAYING == Don Lemon Drop LIVE 3/7/26 - Trump's #Epstein Distraction #IranWar https://www.youtube.com/watch?v=puqILgJ3l7A #news #uspol #radio #BlackMastodon #lgbtq #culture #commentary #trump #resistance #DonLemon #journalism #freespeech #firstamendment #pressfreedom #vsn #progressivenewstalk #progressive #left #resistance #DiverseSpectrumOfTheLeft #SupportIndependentMedia #Resisthttps://mastodon.social/@VerdantSquareRadio/116189422851976027,https://heads.social/@AntiracistHippie/116189576066677524,General Conflict,Neutral,verdant square radio playing lemon drop live trump distraction
2026-03-07T19:12:36.000Z,CharlieMcHenry,‘Operation Epstein Distraction’: Trump’s bloody Iran ‘hype videos’ seem to target niche audience https://www.theguardian.com/us-news/2026/mar/07/trump-iran-hype-videos #IranWar #EpsteinFiles #USPol #USPolitics #RepublicansOwnThis,https://connectop.us/@CharlieMcHenry/116189479353663140,General Conflict,Neutral,operation epstein distraction trump bloody iran hype video seem target niche audience
2026-03-07T19:11:06.893Z,miki_lou,"&quot;Policy choices, not market forces of a war halfway around the world, explain the spike in prices...leading to unnecessary economy-wide #inflation and higher interest rates.&quot; https://www.thestar.com/business/opinion/trumps-war-on-iran-hasnt-altered-canadas-cost-of-making-gas-at-all-so-why/article_4cd48522-31f5-4249-92da-37bbede816c9.html  #IranWar #Uspol #BigOil #WarMachine #cdnpoli",https://mastodon.social/@miki_lou/116189473464819404,General Conflict,Neutral,policy choice market force war halfway around world explain spike price lead unnecessary economy wide high interest rate
2026-03-07T18:58:14.608Z,VerdantSquareRadio,NOW PLAYING == Don Lemon Drop LIVE 3/7/26 - Trump&#39;s #Epstein Distraction #IranWar https://www.youtube.com/watch?v=puqILgJ3l7A #news #uspol #radio #BlackMastodon #lgbtq #culture #commentary #trump #resistance #DonLemon #journalism #freespeech #firstamendment #pressfreedom #vsn #progressivenewstalk #progressive #left #resistance #DiverseSpectrumOfTheLeft #SupportIndependentMedia #Resist,https://mastodon.social/@VerdantSquareRadio/116189422851976027,General Conflict,Neutral,play lemon drop live trump distraction
2026-03-07T18:53:45.020Z,DebErupts,"Jarrod Agen, Executive Director of Trump&#39;s National Energy Dominance Council, laid bare the real motive behind the illegal Iran war on Fox Business: it&#39;s a naked grab for Iran&#39;s oil reserves. &quot;This is a long-term game,&quot; Agen said. &quot;What we want to do is get such massive oil reserves in Iran out of the hands of terrorists.&quot;Trump&#39;s &quot;peace through strength&quot; is code for imperialist resource grabs dressed up as anti-terrorism. #NarcoTerrorism #IranWar",https://mastodon.social/@DebErupts/116189405182746617,General Conflict,Pro-Iran,jarrod age executive director trump national energy dominance council lay bare real motive behind illegal iran war fox business naked grab iran oil reserve long term game age say want get massive oil reserve iran hand terrorist trump peace strength code imperialist resource grab dress antiterrorism
2026-03-07T18:39:59.000Z,BruceMirken,This morning the cost of Trump’s insane #IranWar passed $7.6 billion. https://iran-cost-ticker.com/?mc_cid=79f08e130b&amp;mc_eid=42caf3e016,https://mas.to/@BruceMirken/116189351073391006,General Conflict,Anti-Iran,morning cost trump insane pass billion
2026-03-07T18:23:22.000Z,PoliticalCartoon,Martyn Turner @turnercartoons on #Trump #Putin #Iran #IranWar #Netanyahu #IranIsraelWar – political cartoon gallery in London original-political-cartoon.com,https://mastodonapp.uk/@PoliticalCartoon/116189285728894733,General Conflict,Neutral,martin turner political cartoon gallery london originalpoliticalcartooncom
2026-03-07T18:16:39.000Z,goku12,"#GeoPolitics: Imagine that you're a superpower who picks a fight with a theocratic regime half way across the world for no good reason. And you're about to proudly declare victory when the theocracy goes on a rampage, pulls the entire neighborhood into the war, blocks a strategic shipping channel &amp; causes a severe oil supply shock.And that's when it hits you! You forgot to top up your Strategic Oil Reserves before entering the war! 🤦#IranWar - The war of #Hubris &amp; #Blunders!",https://fosstodon.org/@goku12/116189259334577085,General Conflict,Anti-Iran,imagine superpower pick fight theocratic regime half way across world good reason proudly declare victory theocracy go rampage pull entire neighbourhood war block strategic shipping channel amp cause severe oil supply shock hit forget top strategic oil reserve enter war person face palm war amp
2026-03-07T18:16:20.000Z,PoliticalCartoon,Christian Adams @Adamstoon1 on #KeirStarmer #Iran #IranWar #RoyalNavy #MiddleEastConflict @Telegraph – political cartoon gallery in London original-political-cartoon.com,https://mastodonapp.uk/@PoliticalCartoon/116189258074064422,General Conflict,Neutral,christian adams political cartoon gallery london originalpoliticalcartooncom
2026-03-07T18:00:17.000Z,newsbeep,Oil and gas prices rapidly rise as Iran war shows no signs of letting upNEW YORK&nbsp;—&nbsp;The price of oil surged higher and showed no signs of halting its rapid climb a week…#NewsBeep #News #BreakingNews #alsalazar #barrel #breakingnews #day #diesel #gasprice #Gasoline #Iran #iranwar #majorrefinery #MiddleEast #Oil #PresidentTrump #price #u.s. #weekhttps://www.newsbeep.com/423054/,https://newsbeep.org/@newsbeep/116189194982537944,General Conflict,Neutral,oil gas price rapidly rise iran war show sign let new yorknbspnbspthe price oil surge high show sign halt rapid climb week
2026-03-07T17:59:52.000Z,ScottLucas,"RE: https://journa.host/@ScottLucas/116186718091385958US National Intelligence Council: US- #Israel war is unlikely to topple #Iran regimeAnalysts concluded regime would respond to killing of Supreme Leader w protocols designed to preserve continuity of powerProspect of Iran’s opposition taking control of country described as “unlikely""#IranWar",https://journa.host/@ScottLucas/116189193367808914,General Conflict,Neutral,national intelligence council u war unlikely topple regime analyst conclude regime would respond kill supreme leader protocol design preserve continuity power prospect iran opposition take control country describe unlikely
2026-03-07T17:58:56.000Z,Bland,"Great Power Spillover from the Iran War: Implications for China, Russia, Turkey, and Europe | The Washington Institute #IranWar https://www.washingtoninstitute.org/policy-analysis/great-power-spillover-iran-war-implications-china-russia-turkey-and-europe",https://mstdn.plus/@Bland/116189189650784758,General Conflict,Neutral,great power spillover iran war implication china russia turkey europe washington institute
2026-03-07T17:51:29.340Z,The_Whore_of_Blahbylon,BLAHBYLON&#39;S MUSIC SELECTIONS#BlahbylonsMusicSelections #Music #80sMusic #War #IranWar  Culture Club - The War Song https://www.youtube.com/watch?v=GBd5W9IA7n0&amp;list=RDGBd5W9IA7n0&amp;start_radio=1,https://mastodon.social/@The_Whore_of_Blahbylon/116189160363201382,General Conflict,Neutral,blah nylon music selection culture club war song
2026-03-07T17:48:29.486Z,The_Whore_of_Blahbylon,It doesn&#39;t get any better than this.&quot;Torpedos must be the only pedos the U.S. government is willing to fire.&quot;#PedophileProtectors #IranWar #USPolitics #War #TrumpIsGuilty #TrumpIsAPedo,https://mastodon.social/@The_Whore_of_Blahbylon/116189148564444443,General Conflict,Pro-Iran,get good torpedo must pesos u government willing fire
2026-03-07T17:48:21.000Z,Nikolas,"See my video, ""How We Rein in #Fascism Amid #War"" https://www.youtube.com/watch?v=cSyHuEqhDhc #politics #brooklyn #impeachment #trump #iran #iranwar #protests",https://federated.press/@Nikolas/116189148029975876,Protest/Activism,Neutral,see video rein amid
2026-03-07T17:47:24.000Z,SusiArnott,Thoughtful piece on spread of collateral damage for #Kenya #journalism #IranWar @deutschewelle https://www.dw.com/en/kenya-braces-as-middle-east-conflict-escalates/a-76218179,https://mastodon.green/@SusiArnott/116189144295591418,General Conflict,Neutral,thoughtful piece spread collateral damage
2026-03-07T17:46:06.657Z,madeindex.bsky.social,"2/2  The same goes for the frequent protests.  Makes you wonder who's more ""liberal"".  So today I’ll only share a photo of a burning dumpster (damage left by a group of people) with censored political graffiti.  I think this is important for people to understand, so please share.  #IranWar #Politics",https://fed.brid.gy/r/https://bsky.app/profile/did:plc:uwwgrkvjnchuagflu3qzjp5d/post/3mgiezcepk22z,Protest/Activism,Neutral,go frequent protest make wonder liberal today ill share photo burn dumpster damage leave group people censor political graffiti think important people understand please share
2026-03-07T17:41:32.114Z,markhughes,"I&#39;m puzzled as to why people (BBC news editors) are expecting #Iran to stop hitting countries which are allowing the USA to launch illegal attacks on it.I take the apology to be for attacks on countries that have not been used by the USA, but am not sure if that&#39;s the case. UK too is joining the illegal war by allowing the USA to attack Iran from our bases. #IranWar",https://mastodon.social/@markhughes/116189121223393078,Military Action,Pro-Iran,puzzled people bic news editor expect stop hitting country allow u launch illegal attack take apology attack country use u sure case u join illegal war allow u attack iran base
